text,type,department
Добрый день. Обращаюсь с жалобой по адресу пр. Мира д. 49 кв. 36: двор не чистят уже 7 день(дня). Заявки в диспетчерскую подавала — реакции нет. Прошу разобраться и дать ответ в установленные сроки.,жалоба,Благоустройство
"Сообщаю о неисправности: в подъезде по адресу ул. Карла Маркса, д. 30, кв. 38 перегорело освещение на 3 этаже, ночью там полностью темно. Просьба заменить лампу.",сообщение о неисправности,ЖКХ
Выражаю благодарность врачу поликлиники №7 за внимательное отношение и подробные разъяснения по лечению.,благодарность,Здравоохранение
"Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме пр. Мира, д. 101, кв. 16 — приехали в течение часа, всё сделали аккуратно.",благодарность,ЖКХ
Предлагаю организовать в нашем доме ул. Карла Маркса д. 20 кв. 84 раздельный сбор отходов — хотя бы стекло/пластик. Во дворе есть место рядом с ТБО. Думаю жители поддержат.,предложение,Благоустройство
"Прошу включить территорию у дома ул. Школьная, д. 101, кв. 64 в план благоустройства на 2026 год (асфальтирование, лавочки, урны). Жильцы инициативу поддерживают.",заявление/ходатайство,Благоустройство
Выражаю благодарность врачу поликлиники №4 за внимательное отношение и подробные разъяснения по лечению.,благодарность,Здравоохранение
"Подскажите, пожалуйста, когда в нашем районе планируется ремонт дворовых проездов и можно ли посмотреть график работ?",запрос информации,Благоустройство
"Прошу включить мой двор (наб. Реки, д. 36, кв. 51) в список на зимнюю уборку и обработку реагентами, так как тротуар сильно обледеневает.",запрос услуги,Благоустройство
Прошу выдать направление в специализированное медучреждение для получения льготных лекарств. Амбулаторная карта находится в поликлинике №6.,заявление/ходатайство,Здравоохранение
"Прошу разобраться с работой регистратуры поликлиники №15: невозможно дозвониться, запись на приём отсутствует, сотрудники отвечают грубо. Прошу провести проверку и сообщить результат.",жалоба,Здравоохранение
"Сообщаю о неисправности: в подъезде по адресу ул. Победы, д. 40, кв. 88 перегорело освещение на 3 этаже, ночью там полностью темно. Просьба заменить лампу.",сообщение о неисправности,ЖКХ
"Прошу сообщить, когда планируется очередная поверка общедомового счётчика по адресу ул. Советская, д. 104, кв. 88, и кто её оплачивает.",запрос информации,ЖКХ
свет отключают по вечерам без предупреждения,сообщение о неисправности,ЖКХ
"Прошу разобраться с работой регистратуры поликлиники №13: невозможно дозвониться, запись на приём отсутствует, сотрудники отвечают грубо. Прошу провести проверку и сообщить результат. Заранее спасибо.",жалоба,Здравоохранение
"Предлагаю сделать электронную форму обратной связи на сайте поликлиники, чтобы можно было оставить отзыв по работе врача и быстро получить ответ.",предложение,Здравоохранение
"Прошу разобраться с работой регистратуры поликлиники №8: невозможно дозвониться, запись на приём отсутствует, сотрудники отвечают грубо. Прошу провести проверку и сообщить результат.",жалоба,Здравоохранение
"Прошу записать меня на приём к терапевту в поликлинику №3 и оформить направление к узкому специалисту, так как через портал не получается.",запрос услуги,Здравоохранение
Сообщаю о неисправности электронной очереди в поликлинике №3 — талон печатается без времени и кабинета. Нужна проверка.,сообщение о неисправности,Здравоохранение
"Прошу сообщить, когда планируется очередная поверка общедомового счётчика по адресу ул. Карла Маркса, д. 109, кв. 50, и кто её оплачивает.",запрос информации,ЖКХ
"лампа во дворе не горит уже неделю, адрес ул. Ленина 12",сообщение о неисправности,Благоустройство
"во дворе огромная лужа после дождя, никто не убирает",сообщение о неисправности,Благоустройство
"Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Победы, д. 88, кв. 67, сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.",предложение,ЖКХ
Прошу выдать направление в специализированное медучреждение для санаторно-курортного лечения. Амбулаторная карта находится в поликлинике №3.,заявление/ходатайство,Здравоохранение
Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Парковая д. 44 кв. 78 сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.,предложение,ЖКХ
Сообщаю о неисправности электронной очереди в поликлинике №12 — талон печатается без времени и кабинета. Нужна проверка.,сообщение о неисправности,Здравоохранение
Спасибо сотрудникам района за уборку территории у ул. Центральная д. 79 кв. 59 и покос травы — стало гораздо чище.,благодарность,Благоустройство
"Прошу оказать услугу по промывке системы отопления в квартире по адресу наб. Реки, д. 49, кв. 49, радиаторы греют не полностью. Готова быть дома в будни после 18:00.",запрос услуги,ЖКХ
"Прошу оказать услугу по промывке системы отопления в квартире по адресу пр. Мира, д. 107, кв. 19, радиаторы греют не полностью. Готова быть дома в будни после 18:00.",запрос услуги,ЖКХ
"Предлагаю сделать электронную форму обратной связи на сайте поликлиники, чтобы можно было оставить отзыв по работе врача и быстро получить ответ.",предложение,Здравоохранение
"Спасибо сотрудникам района за уборку территории у ул. Школьная, д. 61, кв. 69 и покос травы — стало гораздо чище.",благодарность,Благоустройство
Здравствуйте! Во дворе по адресу ул. Карла Маркса д. 73 кв. 85 детская площадка в плохом состоянии: сломаны элементы и торчат гвозди. Дети там играют каждый день. Прошу срочно отремонтировать и огородить место до ремонта. Заранее спасибо.,жалоба,Благоустройство
"Прошу оказать услугу по промывке системы отопления в квартире по адресу пр. Мира, д. 118, кв. 13, радиаторы греют не полностью. Готова быть дома в будни после 18:00.",запрос услуги,ЖКХ
"Сообщаю о неисправности: в подъезде по адресу ул. Победы, д. 30, кв. 41 перегорело освещение на 3 этаже, ночью там полностью темно. Просьба заменить лампу.",сообщение о неисправности,ЖКХ
Сообщаю о неисправности электронной очереди в поликлинике №7 — талон печатается без времени и кабинета. Нужна проверка.,сообщение о неисправности,Здравоохранение
Прошу разобраться с работой регистратуры поликлиники №14: невозможно дозвониться запись на приём отсутствует сотрудники отвечают грубо. Прошу провести проверку и сообщить результат.,жалоба,Здравоохранение
"Прошу рассмотреть возможность предоставления рассрочки по оплате коммунальных услуг по адресу пр. Мира, д. 66, кв. 83 в связи с временной потерей дохода. Документы могу приложить.",заявление/ходатайство,ЖКХ
"Добрый день. Обращаюсь с жалобой по адресу ул. Парковая, д. 9, кв. 5: нечистоты текут по подъезду уже 3 день(дня). Заявки в диспетчерскую подавала — реакции нет. Прошу разобраться и дать ответ в установленные сроки.",жалоба,ЖКХ
"Прошу записать меня на приём к терапевту в поликлинику №3 и оформить направление к узкому специалисту, так как через портал не получается.",запрос услуги,Здравоохранение
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать. Заранее спасибо.",запрос информации,Здравоохранение
"Сообщаю: на детской площадке возле ул. Садовая, д. 9, кв. 38 сломаны качели (отошла перекладина), дети могут травмироваться. Просьба отремонтировать/огородить.",сообщение о неисправности,Благоустройство
"Спасибо сотрудникам района за уборку территории у наб. Реки, д. 31, кв. 85 и покос травы — стало гораздо чище.",благодарность,Благоустройство
"двор зарос травой, просьба покосить",жалоба,Благоустройство
"яма на дороге перед домом, машины бьются",сообщение о неисправности,Благоустройство
Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Победы д. 92 кв. 34 — приехали в течение часа всё сделали аккуратно.,благодарность,ЖКХ
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать.",запрос информации,Здравоохранение
Сообщаю: на детской площадке возле ул. Лесная д. 35 кв. 53 сломаны качели (отошла перекладина) дети могут травмироваться. Просьба отремонтировать/огородить.,сообщение о неисправности,Благоустройство
"Подскажите, пожалуйста, когда в нашем районе планируется ремонт дворовых проездов и можно ли посмотреть график работ? Заранее спасибо.",запрос информации,Благоустройство
"Здравствуйте! Во дворе по адресу ул. Школьная, д. 21, кв. 57 детская площадка в плохом состоянии: сломаны элементы и торчат гвозди. Дети там играют каждый день. Прошу срочно отремонтировать и огородить место до ремонта.",жалоба,Благоустройство
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать. Заранее спасибо.",запрос информации,Здравоохранение
"Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Карла Маркса, д. 20, кв. 74 — приехали в течение часа, всё сделали аккуратно. Заранее спасибо.",благодарность,ЖКХ
Выражаю благодарность врачу поликлиники №14 за внимательное отношение и подробные разъяснения по лечению.,благодарность,Здравоохранение
"нет горячей воды второй день, дом 8 по ул. Победы",сообщение о неисправности,ЖКХ
"Прошу записать меня на приём к терапевту в поликлинику №7 и оформить направление к узкому специалисту, так как через портал не получается. Заранее спасибо.",запрос услуги,Здравоохранение
"двор зарос травой, просьба покосить",сообщение о неисправности,Благоустройство
"лампа во дворе не горит уже неделю, адрес ул. Ленина 12",сообщение о неисправности,Благоустройство
Сообщаю о неисправности электронной очереди в поликлинике №3 — талон печатается без времени и кабинета. Нужна проверка.,сообщение о неисправности,Здравоохранение
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать.",запрос информации,Здравоохранение
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать.",запрос информации,Здравоохранение
"двор зарос травой, просьба покосить",сообщение о неисправности,Благоустройство
"Добрый день. Обращаюсь с жалобой по адресу ул. Карла Маркса, д. 20, кв. 31: сильный запах из подвала уже 9 день(дня). Заявки в диспетчерскую подавала — реакции нет. Прошу разобраться и дать ответ в установленные сроки.",жалоба,ЖКХ
"Прошу записать меня на приём к терапевту в поликлинику №15 и оформить направление к узкому специалисту, так как через портал не получается.",запрос услуги,Здравоохранение
"Спасибо сотрудникам района за уборку территории у ул. Школьная, д. 21, кв. 59 и покос травы — стало гораздо чище. Заранее спасибо.",благодарность,Благоустройство
"Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Парковая, д. 111, кв. 21, сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.",предложение,ЖКХ
"Предлагаю организовать в нашем доме ул. Центральная, д. 13, кв. 88 раздельный сбор отходов — хотя бы стекло/пластик. Во дворе есть место рядом с ТБО. Думаю, жители поддержат.",предложение,Благоустройство
Прошу выдать направление в специализированное медучреждение для оформления инвалидности ребёнку. Амбулаторная карта находится в поликлинике №4.,заявление/ходатайство,Здравоохранение
Выражаю благодарность врачу поликлиники №12 за внимательное отношение и подробные разъяснения по лечению.,благодарность,Здравоохранение
Предлагаю организовать в нашем доме ул. Садовая д. 20 кв. 39 раздельный сбор отходов — хотя бы стекло/пластик. Во дворе есть место рядом с ТБО. Думаю жители поддержат.,предложение,Благоустройство
"Сообщаю: на детской площадке возле ул. Советская, д. 37, кв. 45 сломаны качели (отошла перекладина), дети могут травмироваться. Просьба отремонтировать/огородить.",сообщение о неисправности,Благоустройство
Прошу включить мой двор (пр. Мира д. 3 кв. 76) в список на зимнюю уборку и обработку реагентами так как тротуар сильно обледеневает.,запрос услуги,Благоустройство
Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Победы д. 117 кв. 80 — приехали в течение часа всё сделали аккуратно. Заранее спасибо.,благодарность,ЖКХ
"лампа во дворе не горит уже неделю, адрес ул. Ленина 12",сообщение о неисправности,Благоустройство
"Предлагаю организовать в нашем доме ул. Советская, д. 64, кв. 66 раздельный сбор отходов — хотя бы стекло/пластик. Во дворе есть место рядом с ТБО. Думаю, жители поддержат.",предложение,Благоустройство
  СВЕТ ОТКЛЮЧАЮТ ПО ВЕЧЕРАМ БЕЗ ПРЕДУПРЕЖДЕНИЯ  ,сообщение о неисправности,ЖКХ
"Прошу записать меня на приём к терапевту в поликлинику №5 и оформить направление к узкому специалисту, так как через портал не получается.",запрос услуги,Здравоохранение
"Прошу рассмотреть возможность предоставления рассрочки по оплате коммунальных услуг по адресу ул. Школьная, д. 98, кв. 57 в связи с временной потерей дохода. Документы могу приложить. Заранее спасибо.",заявление/ходатайство,ЖКХ
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать.",запрос информации,Здравоохранение
"Здравствуйте! Во дворе по адресу ул. Лесная, д. 27, кв. 35 детская площадка в плохом состоянии: сломаны элементы и торчат гвозди. Дети там играют каждый день. Прошу срочно отремонтировать и огородить место до ремонта.",жалоба,Благоустройство
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать. Заранее спасибо.",запрос информации,Здравоохранение
"двор зарос травой, просьба покосить",жалоба,Благоустройство
"Предлагаю сделать электронную форму обратной связи на сайте поликлиники, чтобы можно было оставить отзыв по работе врача и быстро получить ответ.",предложение,Здравоохранение
"двор зарос травой, просьба покосить",сообщение о неисправности,Благоустройство
"Добрый день. Обращаюсь с жалобой по адресу ул. Победы, д. 51, кв. 83: двор не чистят уже 4 день(дня). Заявки в диспетчерскую подавала — реакции нет. Прошу разобраться и дать ответ в установленные сроки.",жалоба,Благоустройство
Сообщаю: на детской площадке возле ул. Победы д. 114 кв. 6 сломаны качели (отошла перекладина) дети могут травмироваться. Просьба отремонтировать/огородить.,сообщение о неисправности,Благоустройство
"  в подъезде течёт крыша, вода капает на лестницу  ",сообщение о неисправности,ЖКХ
"Спасибо сотрудникам района за уборку территории у ул. Школьная, д. 2, кв. 55 и покос травы — стало гораздо чище.",благодарность,Благоустройство
"Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Садовая, д. 110, кв. 36 — приехали в течение часа, всё сделали аккуратно. Заранее спасибо.",благодарность,ЖКХ
"Прошу записать меня на приём к терапевту в поликлинику №6 и оформить направление к узкому специалисту, так как через портал не получается. Заранее спасибо.",запрос услуги,Здравоохранение
Сообщаю о неисправности электронной очереди в поликлинике №4 — талон печатается без времени и кабинета. Нужна проверка.,сообщение о неисправности,Здравоохранение
Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием какие нужны документы и куда их подавать. Заранее спасибо.,запрос информации,Здравоохранение
Сообщаю о неисправности: в подъезде по адресу ул. Парковая д. 14 кв. 63 перегорело освещение на 3 этаже ночью там полностью темно. Просьба заменить лампу.,сообщение о неисправности,ЖКХ
"Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома пр. Мира, д. 104, кв. 88, сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.",предложение,ЖКХ
"Прошу оказать услугу по промывке системы отопления в квартире по адресу ул. Карла Маркса, д. 4, кв. 29, радиаторы греют не полностью. Готова быть дома в будни после 18:00.",запрос услуги,ЖКХ
Сообщаю о неисправности: в подъезде по адресу ул. Карла Маркса д. 62 кв. 48 перегорело освещение на 3 этаже ночью там полностью темно. Просьба заменить лампу.,сообщение о неисправности,ЖКХ
"НЕТ ГОРЯЧЕЙ ВОДЫ ВТОРОЙ ДЕНЬ, ДОМ 8 ПО УЛ. ПОБЕДЫ",сообщение о неисправности,ЖКХ
"Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Садовая, д. 68, кв. 54, сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.",предложение,ЖКХ
в аптеке при поликлинике нет льготных лекарств,запрос информации,Здравоохранение
Прошу разобраться с работой регистратуры поликлиники №15: невозможно дозвониться запись на приём отсутствует сотрудники отвечают грубо. Прошу провести проверку и сообщить результат. Заранее спасибо.,жалоба,Здравоохранение
"Подскажите, пожалуйста, когда в нашем районе планируется ремонт дворовых проездов и можно ли посмотреть график работ? Заранее спасибо.",запрос информации,Благоустройство
  в аптеке при поликлинике нет льготных лекарств  ,запрос информации,Здравоохранение
Прошу разобраться с работой регистратуры поликлиники №1: невозможно дозвониться запись на приём отсутствует сотрудники отвечают грубо. Прошу провести проверку и сообщить результат.,жалоба,Здравоохранение
"Подскажите, пожалуйста, когда в нашем районе планируется ремонт дворовых проездов и можно ли посмотреть график работ?",запрос информации,Благоустройство
"Прошу записать меня на приём к терапевту в поликлинику №13 и оформить направление к узкому специалисту, так как через портал не получается.",запрос услуги,Здравоохранение
"Спасибо сотрудникам района за уборку территории у ул. Победы, д. 80, кв. 48 и покос травы — стало гораздо чище.",благодарность,Благоустройство
в поликлинике не берут трубку уже третий день,сообщение о неисправности,Здравоохранение
"Прошу включить территорию у дома пр. Мира, д. 20, кв. 55 в план благоустройства на 2026 год (асфальтирование, лавочки, урны). Жильцы инициативу поддерживают.",заявление/ходатайство,Благоустройство
"Сообщаю о неисправности: в подъезде по адресу ул. Советская, д. 119, кв. 57 перегорело освещение на 3 этаже, ночью там полностью темно. Просьба заменить лампу.",сообщение о неисправности,ЖКХ
  свет отключают по вечерам без предупреждения  ,сообщение о неисправности,ЖКХ
"Здравствуйте! Во дворе по адресу ул. Центральная, д. 24, кв. 7 детская площадка в плохом состоянии: сломаны элементы и торчат гвозди. Дети там играют каждый день. Прошу срочно отремонтировать и огородить место до ремонта. Заранее спасибо.",жалоба,Благоустройство
"ЯМА НА ДОРОГЕ ПЕРЕД ДОМОМ, МАШИНЫ БЬЮТСЯ",сообщение о неисправности,Благоустройство
"Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Советская, д. 41, кв. 60 — приехали в течение часа, всё сделали аккуратно. Заранее спасибо.",благодарность,ЖКХ
Прошу сообщить когда планируется очередная поверка общедомового счётчика по адресу ул. Лесная д. 107 кв. 29 и кто её оплачивает.,запрос информации,ЖКХ
"  на площадке сломаны качели, дети не могут играть  ",сообщение о неисправности,Благоустройство
"на площадке сломаны качели, дети не могут играть",сообщение о неисправности,Благоустройство
"Предлагаю организовать в нашем доме пр. Мира, д. 4, кв. 24 раздельный сбор отходов — хотя бы стекло/пластик. Во дворе есть место рядом с ТБО. Думаю, жители поддержат.",предложение,Благоустройство
Выражаю благодарность врачу поликлиники №10 за внимательное отношение и подробные разъяснения по лечению.,благодарность,Здравоохранение
"Предлагаю сделать электронную форму обратной связи на сайте поликлиники, чтобы можно было оставить отзыв по работе врача и быстро получить ответ.",предложение,Здравоохранение
Прошу выдать направление в специализированное медучреждение для санаторно-курортного лечения. Амбулаторная карта находится в поликлинике №1.,заявление/ходатайство,Здравоохранение
Прошу записать меня на приём к терапевту в поликлинику №13 и оформить направление к узкому специалисту так как через портал не получается.,запрос услуги,Здравоохранение
"Сообщаю: на детской площадке возле ул. Школьная, д. 11, кв. 52 сломаны качели (отошла перекладина), дети могут травмироваться. Просьба отремонтировать/огородить. Заранее спасибо.",сообщение о неисправности,Благоустройство
"Прошу включить мой двор (ул. Лесная, д. 13, кв. 56) в список на зимнюю уборку и обработку реагентами, так как тротуар сильно обледеневает.",запрос услуги,Благоустройство
Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Карла Маркса д. 92 кв. 55 сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.,предложение,ЖКХ
Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Парковая д. 115 кв. 59 — приехали в течение часа всё сделали аккуратно.,благодарность,ЖКХ
"Прошу записать меня на приём к терапевту в поликлинику №1 и оформить направление к узкому специалисту, так как через портал не получается.",запрос услуги,Здравоохранение
"Прошу рассмотреть возможность предоставления рассрочки по оплате коммунальных услуг по адресу ул. Садовая, д. 95, кв. 7 в связи с временной потерей дохода. Документы могу приложить.",заявление/ходатайство,ЖКХ
"Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме пр. Мира, д. 50, кв. 47 — приехали в течение часа, всё сделали аккуратно.",благодарность,ЖКХ
"Добрый день. Обращаюсь с жалобой по адресу ул. Школьная, д. 68, кв. 78: лифт постоянно застревает уже 5 день(дня). Заявки в диспетчерскую подавала — реакции нет. Прошу разобраться и дать ответ в установленные сроки.",жалоба,ЖКХ
"ДВОР ЗАРОС ТРАВОЙ, ПРОСЬБА ПОКОСИТЬ",жалоба,Благоустройство
"Прошу включить территорию у дома ул. Карла Маркса, д. 84, кв. 67 в план благоустройства на 2026 год (асфальтирование, лавочки, урны). Жильцы инициативу поддерживают. Заранее спасибо.",заявление/ходатайство,Благоустройство
"Хочу поблагодарить аварийную службу за быструю ликвидацию протечки в доме ул. Школьная, д. 101, кв. 90 — приехали в течение часа, всё сделали аккуратно.",благодарность,ЖКХ
"Прошу разобраться с работой регистратуры поликлиники №11: невозможно дозвониться, запись на приём отсутствует, сотрудники отвечают грубо. Прошу провести проверку и сообщить результат.",жалоба,Здравоохранение
"Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Победы, д. 5, кв. 8, сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.",предложение,ЖКХ
"Прошу сообщить, когда планируется очередная поверка общедомового счётчика по адресу ул. Садовая, д. 111, кв. 47, и кто её оплачивает.",запрос информации,ЖКХ
Подскажите пожалуйста когда в нашем районе планируется ремонт дворовых проездов и можно ли посмотреть график работ?,запрос информации,Благоустройство
в поликлинике не берут трубку уже третий день,сообщение о неисправности,Здравоохранение
"  НЕТ ГОРЯЧЕЙ ВОДЫ ВТОРОЙ ДЕНЬ, ДОМ 8 ПО УЛ. ПОБЕДЫ  ",сообщение о неисправности,ЖКХ
"Прошу разъяснить порядок получения льготных лекарств для пациента с хроническим заболеванием, какие нужны документы и куда их подавать. Заранее спасибо.",запрос информации,Здравоохранение
Прошу рассмотреть возможность предоставления рассрочки по оплате коммунальных услуг по адресу ул. Центральная д. 119 кв. 65 в связи с временной потерей дохода. Документы могу приложить.,заявление/ходатайство,ЖКХ
"Хочу предложить высадить кустарники/деревья вдоль пешеходной дорожки у дома ул. Советская, д. 86, кв. 90, сейчас там пусто и летом пыльно. Можно сделать субботник совместно с жителями.",предложение,ЖКХ
"Прошу разобраться с работой регистратуры поликлиники №4: невозможно дозвониться, запись на приём отсутствует, сотрудники отвечают грубо. Прошу провести проверку и сообщить результат.",жалоба,Здравоохранение
"Прошу оказать услугу по промывке системы отопления в квартире по адресу ул. Центральная, д. 105, кв. 16, радиаторы греют не полностью. Готова быть дома в будни после 18:00. Заранее спасибо.",запрос услуги,ЖКХ
"Добрый день. Обращаюсь с жалобой по адресу ул. Школьная, д. 60, кв. 32: нет отопления уже 9 день(дня). Заявки в диспетчерскую подавала — реакции нет. Прошу разобраться и дать ответ в установленные сроки. Заранее спасибо.",жалоба,ЖКХ
"Прошу рассмотреть возможность предоставления рассрочки по оплате коммунальных услуг по адресу ул. Карла Маркса, д. 21, кв. 83 в связи с временной потерей дохода. Документы могу приложить. Заранее спасибо.",заявление/ходатайство,ЖКХ
свет отключают по вечерам без предупреждения,сообщение о неисправности,ЖКХ
Спасибо сотрудникам района за уборку территории у ул. Победы д. 91 кв. 82 и покос травы — стало гораздо чище.,благодарность,Благоустройство
Выражаю благодарность врачу поликлиники №13 за внимательное отношение и подробные разъяснения по лечению. Заранее спасибо.,благодарность,Здравоохранение
"Прошу включить территорию у дома ул. Школьная, д. 2, кв. 56 в план благоустройства на 2026 год (асфальтирование, лавочки, урны). Жильцы инициативу поддерживают.",заявление/ходатайство,Благоустройство
"Спасибо сотрудникам района за уборку территории у наб. Реки, д. 55, кв. 28 и покос травы — стало гораздо чище.",благодарность,Благоустройство
Выражаю благодарность врачу поликлиники №13 за внимательное отношение и подробные разъяснения по лечению.,благодарность,Здравоохранение
